position;velocity;angle;angular_velocity;action_0;action_1
-1.488;-2.2800000000000002;0.24359999999999998;2.59;0.0;0.0
-1.488;-2.2800000000000002;0.24359999999999998;2.7300000000000004;0.0;0.0
-1.488;-2.2800000000000002;0.24359999999999998;2.87;0.0;0.0
-1.488;-2.2800000000000002;0.2603999999999999;2.7300000000000004;0.0;0.0
-1.488;-2.2800000000000002;0.2603999999999999;2.87;0.0;0.0
-1.488;-2.2;-0.0252;1.75;0.2;0.0
-1.488;-2.2;-0.008400000000000019;1.75;0.2;0.0
-1.488;-2.2;0.12600000000000006;2.17;0.2;0.0
-1.488;-2.2;0.15960000000000002;2.45;0.667872;0.0
-1.488;-2.2;0.17640000000000006;2.45;0.36000000000000004;0.0
-1.488;-2.2;0.17640000000000006;2.59;0.36000000000000004;0.0
-1.488;-2.2;0.19319999999999998;2.3099999999999996;0.36000000000000004;0.0
-1.488;-2.2;0.19319999999999998;2.59;0.488;0.2
-1.488;-2.2;0.21000000000000002;2.59;0.2;0.0
-1.488;-2.2;0.21000000000000002;2.7300000000000004;0.2;0.0
-1.488;-2.2;0.22679999999999995;2.7300000000000004;0.0;0.0
-1.488;-2.2;0.24359999999999998;2.59;0.0;0.0
-1.488;-2.2;0.24359999999999998;2.7300000000000004;0.0;0.0
-1.488;-2.2;0.2603999999999999;2.59;0.0;0.0
-1.488;-2.2;0.2603999999999999;2.7300000000000004;0.0;0.0
-1.488;-2.12;0.24359999999999998;2.59;0.0;0.0
-1.488;-2.12;0.2603999999999999;2.45;0.0;0.0
-1.488;-2.04;0.09239999999999998;1.8899999999999997;0.2;0.0
-1.488;-2.04;0.14279999999999998;2.0300000000000002;0.236;0.0
-1.488;-2.04;0.15960000000000002;2.17;0.236;0.0
-1.488;-2.04;0.15960000000000002;2.3099999999999996;0.36000000000000004;0.2
-1.488;-2.04;0.17640000000000006;2.3099999999999996;0.2;0.0
-1.488;-2.04;0.19319999999999998;2.3099999999999996;0.7902848;0.0
-1.488;-2.04;0.19319999999999998;2.45;0.7902848;0.0
-1.488;-2.04;0.21000000000000002;2.3099999999999996;0.2;0.0
-1.488;-2.04;0.21000000000000002;2.45;0.0;0.0
-1.488;-2.04;0.22679999999999995;2.3099999999999996;0.0;0.0
-1.488;-2.04;0.22679999999999995;2.45;0.0;0.0
-1.488;-2.04;0.24359999999999998;2.3099999999999996;0.0;0.0
-1.488;-2.04;0.24359999999999998;2.45;0.0;0.0
-1.488;-2.04;0.24359999999999998;2.59;0.0;0.0
-1.488;-2.04;0.2603999999999999;2.45;0.0;0.0
-1.488;-2.04;0.2603999999999999;2.59;0.0;0.0
-1.488;-1.96;0.19319999999999998;2.0300000000000002;0.2;0.0
-1.488;-1.96;0.19319999999999998;2.17;0.36000000000000004;0.0
-1.488;-1.96;0.21000000000000002;2.0300000000000002;0.488;0.0
-1.488;-1.96;0.21000000000000002;2.17;0.0;0.0
-1.488;-1.96;0.21000000000000002;2.45;0.0;0.0
-1.488;-1.96;0.22679999999999995;2.0300000000000002;0.0;0.0
-1.488;-1.96;0.22679999999999995;2.17;0.0;0.0
-1.488;-1.96;0.22679999999999995;2.3099999999999996;0.0;0.0
-1.488;-1.96;0.24359999999999998;2.3099999999999996;0.0;0.0
-1.488;-1.96;0.24359999999999998;2.45;0.0;0.0
-1.488;-1.88;0.10919999999999991;1.6100000000000003;0.2;0.0
-1.488;-1.88;0.12600000000000006;1.8899999999999997;0.2;0.0
-1.488;-1.88;0.17640000000000006;2.0300000000000002;0.36000000000000004;0.2
-1.488;-1.88;0.19319999999999998;2.0300000000000002;0.0;0.2
-1.488;-1.88;0.19319999999999998;2.17;0.2;0.0
-1.488;-1.88;0.21000000000000002;2.0300000000000002;0.5904;0.0
-1.488;-1.88;0.21000000000000002;2.17;0.0;0.0
-1.488;-1.88;0.22679999999999995;2.0300000000000002;0.0;0.0
-1.488;-1.88;0.22679999999999995;2.17;0.0;0.0
-1.488;-1.88;0.24359999999999998;2.17;0.0;0.0
-1.488;-1.88;0.24359999999999998;2.3099999999999996;0.0;0.0
-1.488;-1.8;0.19319999999999998;2.0300000000000002;0.2;0.0
-1.488;-1.8;0.21000000000000002;2.0300000000000002;0.2;0.0
-1.488;-1.72;0.14279999999999998;1.75;0.236;0.0
-1.488;-1.72;0.15960000000000002;1.75;0.5904;0.0
-1.488;-1.72;0.17640000000000006;1.75;0.2;0.0
-1.488;-1.72;0.19319999999999998;1.75;0.36000000000000004;0.0
-1.488;-1.72;0.21000000000000002;1.75;0.0;0.0
-1.488;-1.72;0.21000000000000002;1.8899999999999997;0.2;0.0
-1.488;-1.72;0.21000000000000002;2.0300000000000002;0.2;0.0
-1.488;-1.72;0.22679999999999995;1.75;0.0;0.0
-1.488;-1.72;0.22679999999999995;2.0300000000000002;0.0;0.0
-1.488;-1.56;0.17640000000000006;1.75;0.2;0.0
-1.488;-1.56;0.22679999999999995;1.75;0.0;0.0
-1.488;-1.48;0.17640000000000006;1.4699999999999998;0.2;0.0
-1.488;-1.4;0.19319999999999998;1.33;0.2;0.0
-1.488;-1.1600000000000001;0.21000000000000002;1.1900000000000004;0.0;0.0
-1.392;-3.0;0.22679999999999995;3.1500000000000004;0.0;0.0
-1.392;-3.0;0.27720000000000006;3.4299999999999997;0.0;0.0
-1.392;-2.84;0.24359999999999998;3.29;0.0;0.0
-1.392;-2.84;0.24359999999999998;3.4299999999999997;0.0;0.0
-1.392;-2.84;0.27720000000000006;3.5700000000000003;0.0;0.0
-1.392;-2.76;0.15960000000000002;2.87;0.2;0.0
-1.392;-2.76;0.2603999999999999;3.1500000000000004;0.0;0.0
-1.392;-2.76;0.2603999999999999;3.29;0.0;0.0
-1.392;-2.68;0.19319999999999998;3.01;0.2;0.0
-1.392;-2.68;0.21000000000000002;3.1500000000000004;0.2;0.0
-1.392;-2.68;0.22679999999999995;3.1500000000000004;0.0;0.0
-1.392;-2.68;0.24359999999999998;3.1500000000000004;0.0;0.0
-1.392;-2.68;0.24359999999999998;3.29;0.0;0.0
-1.392;-2.68;0.2603999999999999;3.1500000000000004;0.0;0.0
-1.392;-2.68;0.2603999999999999;3.29;0.0;0.0
-1.392;-2.6;0.09239999999999998;2.7300000000000004;0.2;0.0
-1.392;-2.6;0.19319999999999998;3.01;0.5904;0.2
-1.392;-2.6;0.21000000000000002;3.1500000000000004;0.0;0.0
-1.392;-2.6;0.22679999999999995;3.1500000000000004;0.0;0.0
-1.392;-2.6;0.24359999999999998;3.01;0.0;0.0
-1.392;-2.6;0.24359999999999998;3.1500000000000004;0.0;0.0
-1.392;-2.6;0.2603999999999999;3.1500000000000004;0.0;0.0
-1.392;-2.44;0.0252;2.3099999999999996;0.2;0.0
-1.392;-2.44;0.04199999999999998;2.3099999999999996;0.2;0.0
-1.392;-2.44;0.10919999999999991;2.45;0.42480000000000007;0.0
-1.392;-2.44;0.10919999999999991;2.59;0.26480000000000004;0.0
-1.392;-2.44;0.12600000000000006;2.59;0.236;0.0
-1.392;-2.44;0.14279999999999998;2.7300000000000004;0.5816;0.0
-1.392;-2.44;0.15960000000000002;2.7300000000000004;0.7083200000000001;0.2
-1.392;-2.44;0.17640000000000006;2.59;0.2;0.0
-1.392;-2.44;0.17640000000000006;2.7300000000000004;0.36000000000000004;0.0
-1.392;-2.44;0.17640000000000006;2.87;0.7902848;0.0
-1.392;-2.44;0.19319999999999998;2.7300000000000004;0.488;0.0
-1.392;-2.44;0.19319999999999998;2.87;0.7378560000000001;0.0
-1.392;-2.44;0.19319999999999998;3.01;0.2;0.0
-1.392;-2.44;0.21000000000000002;2.87;0.67232;0.0
-1.392;-2.44;0.21000000000000002;3.01;0.0;0.0
-1.392;-2.44;0.22679999999999995;2.87;0.0;0.0
-1.392;-2.44;0.22679999999999995;3.01;0.0;0.0
-1.392;-2.44;0.24359999999999998;2.87;0.0;0.0
-1.392;-2.44;0.24359999999999998;3.01;0.0;0.0
-1.392;-2.44;0.24359999999999998;3.1500000000000004;0.0;0.0
-1.392;-2.44;0.2603999999999999;2.87;0.0;0.0
-1.392;-2.44;0.2603999999999999;3.01;0.0;0.0
-1.392;-2.44;0.2603999999999999;3.1500000000000004;0.0;0.0
-1.392;-2.36;0.10919999999999991;2.59;0.236;0.0
-1.392;-2.36;0.12600000000000006;2.59;0.2;0.0
-1.392;-2.36;0.14279999999999998;2.59;0.26480000000000004;0.0
-1.392;-2.36;0.14279999999999998;2.7300000000000004;0.5168;0.0
-1.392;-2.36;0.15960000000000002;2.7300000000000004;0.0;0.236
-1.392;-2.36;0.19319999999999998;2.7300000000000004;0.2;0.0
-1.392;-2.36;0.21000000000000002;2.87;0.36000000000000004;0.0
-1.392;-2.36;0.22679999999999995;2.87;0.0;0.0
-1.392;-2.36;0.24359999999999998;2.87;0.0;0.0
-1.392;-2.36;0.2603999999999999;2.87;0.0;0.0
-1.392;-2.36;0.2603999999999999;3.01;0.0;0.0
-1.392;-2.2800000000000002;0.05879999999999996;2.17;0.2;0.0
-1.392;-2.2800000000000002;0.07559999999999995;2.3099999999999996;0.236;0.0
-1.392;-2.2800000000000002;0.09239999999999998;2.3099999999999996;0.2;0.0
-1.392;-2.2800000000000002;0.12600000000000006;2.3099999999999996;0.36000000000000004;0.0
-1.392;-2.2800000000000002;0.12600000000000006;2.45;0.36000000000000004;0.0
-1.392;-2.2800000000000002;0.12600000000000006;2.59;0.2;0.0
-1.392;-2.2800000000000002;0.14279999999999998;2.45;0.2;0.0
-1.392;-2.2800000000000002;0.14279999999999998;2.59;0.236;0.0
-1.392;-2.2800000000000002;0.15960000000000002;2.45;0.0;0.858520845626693
-1.392;-2.2800000000000002;0.15960000000000002;2.59;0.7462540799999999;0.0
-1.392;-2.2800000000000002;0.17640000000000006;2.45;0.36000000000000004;0.0
-1.392;-2.2800000000000002;0.17640000000000006;2.59;0.7902848;0.2
-1.392;-2.2800000000000002;0.17640000000000006;2.7300000000000004;0.36000000000000004;0.0
-1.392;-2.2800000000000002;0.19319999999999998;2.59;0.9141006540800001;0.0
-1.392;-2.2800000000000002;0.19319999999999998;2.7300000000000004;0.9450244186112;0.2
-1.392;-2.2800000000000002;0.21000000000000002;2.59;0.36000000000000004;0.0
-1.392;-2.2800000000000002;0.21000000000000002;2.7300000000000004;0.7378560000000001;0.488
-1.392;-2.2800000000000002;0.22679999999999995;2.59;0.0;0.0
-1.392;-2.2800000000000002;0.22679999999999995;2.7300000000000004;0.0;0.0
-1.392;-2.2800000000000002;0.22679999999999995;2.87;0.0;0.0
-1.392;-2.2800000000000002;0.24359999999999998;2.59;0.0;0.0
-1.392;-2.2800000000000002;0.24359999999999998;2.7300000000000004;0.0;0.0
-1.392;-2.2800000000000002;0.24359999999999998;2.87;0.0;0.0
-1.392;-2.2800000000000002;0.2603999999999999;2.7300000000000004;0.0;0.0
-1.392;-2.2800000000000002;0.2603999999999999;2.87;0.0;0.0
-1.392;-2.2800000000000002;0.2603999999999999;3.01;0.0;0.0
-1.392;-2.2;-0.008400000000000019;2.0300000000000002;0.2;0.0
-1.392;-2.2;0.07559999999999995;2.17;0.396;0.0
-1.392;-2.2;0.07559999999999995;2.3099999999999996;0.488;0.0
-1.392;-2.2;0.09239999999999998;2.3099999999999996;0.5760992;0.0
-1.392;-2.2;0.09239999999999998;2.45;0.236;0.0
-1.392;-2.2;0.10919999999999991;2.3099999999999996;0.24248;0.0
-1.392;-2.2;0.10919999999999991;2.45;0.2;0.0
-1.392;-2.2;0.12600000000000006;2.45;0.5098176000000001;0.0
-1.392;-2.2;0.14279999999999998;2.45;1.10304128;0.0
-1.392;-2.2;0.15960000000000002;2.45;0.8856;0.0
-1.392;-2.2;0.15960000000000002;2.59;1.257808959488;0.0
-1.392;-2.2;0.17640000000000006;2.45;0.36000000000000004;0.0
-1.392;-2.2;0.17640000000000006;2.59;0.95601953488896;0.2
-1.392;-2.2;0.17640000000000006;2.7300000000000004;0.2;0.0
-1.392;-2.2;0.19319999999999998;2.45;0.488;0.0
-1.392;-2.2;0.19319999999999998;2.59;0.67232;0.999594351807927
-1.392;-2.2;0.19319999999999998;2.7300000000000004;0.0;0.931280523264
-1.392;-2.2;0.21000000000000002;2.45;0.2;0.0
-1.392;-2.2;0.21000000000000002;2.59;0.5904;0.0
-1.392;-2.2;0.21000000000000002;2.7300000000000004;0.9718525023289344;0.2
-1.392;-2.2;0.22679999999999995;2.45;0.0;0.0
-1.392;-2.2;0.22679999999999995;2.59;0.0;0.0
-1.392;-2.2;0.22679999999999995;2.7300000000000004;0.0;0.0
-1.392;-2.2;0.22679999999999995;2.87;0.0;0.0
-1.392;-2.2;0.24359999999999998;2.59;0.0;0.0
-1.392;-2.2;0.24359999999999998;2.7300000000000004;0.0;0.0
-1.392;-2.2;0.24359999999999998;2.87;0.0;0.0
-1.392;-2.2;0.2603999999999999;2.59;0.0;0.0
-1.392;-2.2;0.2603999999999999;2.7300000000000004;0.0;0.0
-1.392;-2.2;0.2603999999999999;2.87;0.0;0.0
-1.392;-2.12;0.22679999999999995;2.59;0.0;0.0
-1.392;-2.12;0.24359999999999998;2.45;0.0;0.0
-1.392;-2.12;0.24359999999999998;2.59;0.0;0.0
-1.392;-2.12;0.24359999999999998;2.7300000000000004;0.0;0.0
-1.392;-2.12;0.2603999999999999;2.59;0.0;0.0
-1.392;-2.04;-0.05880000000000002;1.4699999999999998;0.2;0.0
-1.392;-2.04;-0.04200000000000004;1.4699999999999998;0.2;0.0
-1.392;-2.04;0.0252;1.8899999999999997;0.2;0.2
-1.392;-2.04;0.04199999999999998;2.0300000000000002;0.51104;0.0
-1.392;-2.04;0.05879999999999996;1.8899999999999997;0.2;0.0
-1.392;-2.04;0.05879999999999996;2.0300000000000002;0.47412864000000005;0.0
-1.392;-2.04;0.07559999999999995;1.8899999999999997;0.0;0.2
-1.392;-2.04;0.09239999999999998;2.0300000000000002;0.430272;0.0
-1.392;-2.04;0.09239999999999998;2.17;0.7396416000000001;0.3433836005947389
-1.392;-2.04;0.10919999999999991;2.17;0.396;0.0
-1.392;-2.04;0.12600000000000006;2.17;1.684355739790956;0.32376512
-1.392;-2.04;0.12600000000000006;2.3099999999999996;0.24248;2.067823849867238
-1.392;-2.04;0.14279999999999998;2.17;1.5368408753248182;0.2
-1.392;-2.04;0.14279999999999998;2.3099999999999996;1.7717225563057175;0.26480000000000004
-1.392;-2.04;0.14279999999999998;2.45;1.0560470003712001;0.0
-1.392;-2.04;0.15960000000000002;2.17;0.2;0.0
-1.392;-2.04;0.15960000000000002;2.3099999999999996;1.5141448831813238;0.6378176
-1.392;-2.04;0.15960000000000002;2.45;1.5412628893573717;0.5892459266146346
-1.392;-2.04;0.17640000000000006;2.17;0.0;0.41184000000000004
-1.392;-2.04;0.17640000000000006;2.3099999999999996;0.0;0.9855884811924144
-1.392;-2.04;0.17640000000000006;2.45;1.0250162154284932;0.6318720000000001
-1.392;-2.04;0.17640000000000006;2.59;0.2;0.0
-1.392;-2.04;0.19319999999999998;2.17;0.2;0.0
-1.392;-2.04;0.19319999999999998;2.3099999999999996;0.9996754814463416;0.488
-1.392;-2.04;0.19319999999999998;2.45;0.9996754814463416;0.36000000000000004
-1.392;-2.04;0.19319999999999998;2.59;0.7378560000000001;0.0
-1.392;-2.04;0.21000000000000002;2.17;0.2;0.0
-1.392;-2.04;0.21000000000000002;2.3099999999999996;0.9984525749508932;0.0
-1.392;-2.04;0.21000000000000002;2.45;0.9997403851570732;0.2
-1.392;-2.04;0.21000000000000002;2.59;0.7902848;0.0
-1.392;-2.04;0.22679999999999995;2.3099999999999996;0.0;0.0
-1.392;-2.04;0.22679999999999995;2.45;0.0;0.0
-1.392;-2.04;0.22679999999999995;2.59;0.0;0.0
-1.392;-2.04;0.24359999999999998;2.3099999999999996;0.0;0.0
-1.392;-2.04;0.24359999999999998;2.45;0.0;0.0
-1.392;-2.04;0.24359999999999998;2.59;0.0;0.0
-1.392;-2.04;0.2603999999999999;2.45;0.0;0.0
-1.392;-2.04;0.2603999999999999;2.59;0.0;0.0
-1.392;-2.04;0.2603999999999999;2.7300000000000004;0.0;0.0
-1.392;-1.96;0.0252;1.6100000000000003;0.244789472;0.0
-1.392;-1.96;0.0252;1.8899999999999997;0.2;0.0
-1.392;-1.96;0.07559999999999995;1.8899999999999997;0.29577857024;0.29183063920033087
-1.392;-1.96;0.09239999999999998;1.8899999999999997;0.781095114850304;0.0
-1.392;-1.96;0.09239999999999998;2.0300000000000002;0.5635371276288;0.0
-1.392;-1.96;0.10919999999999991;1.8899999999999997;0.9845911147836146;0.0
-1.392;-1.96;0.10919999999999991;2.0300000000000002;0.9297964900317608;0.0
-1.392;-1.96;0.10919999999999991;2.17;0.276464;0.0
-1.392;-1.96;0.12600000000000006;1.8899999999999997;0.5320451635200001;0.0
-1.392;-1.96;0.12600000000000006;2.0300000000000002;1.6525784895177467;0.304688
-1.392;-1.96;0.12600000000000006;2.17;0.6285496084714111;0.0
-1.392;-1.96;0.14279999999999998;1.8899999999999997;0.24766400000000002;0.0
-1.392;-1.96;0.14279999999999998;2.0300000000000002;1.2750852361965799;0.2
-1.392;-1.96;0.14279999999999998;2.17;1.6904876386505359;0.3210176
-1.392;-1.96;0.14279999999999998;2.3099999999999996;0.3798217366343429;0.0
-1.392;-1.96;0.15960000000000002;1.8899999999999997;0.37965182936395103;0.0
-1.392;-1.96;0.15960000000000002;2.0300000000000002;1.7236665808152918;0.0
-1.392;-1.96;0.15960000000000002;2.17;1.6812298832605403;0.2
-1.392;-1.96;0.15960000000000002;2.3099999999999996;0.0;0.49281408000000004
-1.392;-1.96;0.17640000000000006;2.0300000000000002;1.6738428350947436;0.0
-1.392;-1.96;0.17640000000000006;2.17;1.3233560197572993;0.2
-1.392;-1.96;0.17640000000000006;2.3099999999999996;0.2;0.0
-1.392;-1.96;0.19319999999999998;2.0300000000000002;0.488;0.0
-1.392;-1.96;0.19319999999999998;2.17;0.9926213023705162;0.36000000000000004
-1.392;-1.96;0.19319999999999998;2.3099999999999996;0.83222784;0.0
-1.392;-1.96;0.21000000000000002;2.0300000000000002;0.36000000000000004;0.0
-1.392;-1.96;0.21000000000000002;2.17;0.9952776335171303;0.36000000000000004
-1.392;-1.96;0.21000000000000002;2.3099999999999996;0.5904;0.0
-1.392;-1.96;0.22679999999999995;2.0300000000000002;0.0;0.0
-1.392;-1.96;0.22679999999999995;2.17;0.0;0.0
-1.392;-1.96;0.22679999999999995;2.3099999999999996;0.0;0.0
-1.392;-1.96;0.24359999999999998;2.0300000000000002;0.0;0.0
-1.392;-1.96;0.24359999999999998;2.17;0.0;0.0
-1.392;-1.96;0.24359999999999998;2.3099999999999996;0.0;0.0
-1.392;-1.96;0.24359999999999998;2.45;0.0;0.0
-1.392;-1.96;0.2603999999999999;2.17;0.0;0.0
-1.392;-1.88;-0.0756;1.1900000000000004;0.36000000000000004;0.0
-1.392;-1.88;0.0252;1.6100000000000003;0.2;0.0
-1.392;-1.88;0.0252;1.75;0.2;0.0
-1.392;-1.88;0.04199999999999998;1.6100000000000003;0.2;0.0
-1.392;-1.88;0.05879999999999996;1.6100000000000003;0.2;0.0
-1.392;-1.88;0.07559999999999995;1.8899999999999997;1.3119437909724991;0.0
-1.392;-1.88;0.09239999999999998;1.8899999999999997;0.8615489271089039;0.0
-1.392;-1.88;0.10919999999999991;1.8899999999999997;1.6442510134439141;0.2
-1.392;-1.88;0.10919999999999991;2.0300000000000002;0.7995067532679804;0.0
-1.392;-1.88;0.12600000000000006;1.8899999999999997;0.6467444294795184;0.0
-1.392;-1.88;0.12600000000000006;2.0300000000000002;1.1593439994769064;0.0
-1.392;-1.88;0.14279999999999998;1.8899999999999997;0.342251264;0.8372604470877283
-1.392;-1.88;0.14279999999999998;2.0300000000000002;1.7589994178095005;0.2
-1.392;-1.88;0.14279999999999998;2.17;0.6778709179605625;0.0
-1.392;-1.88;0.15960000000000002;1.8899999999999997;0.37594676033536656;0.0
-1.392;-1.88;0.15960000000000002;2.0300000000000002;1.8365426732791943;0.236
-1.392;-1.88;0.17640000000000006;1.8899999999999997;0.37931997922646676;0.0
-1.392;-1.88;0.17640000000000006;2.0300000000000002;1.7840599182164258;0.2
-1.392;-1.88;0.17640000000000006;2.17;1.1107202318801668;0.0
-1.392;-1.88;0.19319999999999998;2.0300000000000002;0.8926258176;0.0
-1.392;-1.88;0.19319999999999998;2.17;0.488;0.0
-1.392;-1.88;0.21000000000000002;2.0300000000000002;0.488;0.0
-1.392;-1.88;0.21000000000000002;2.17;0.488;0.36000000000000004
-1.392;-1.88;0.21000000000000002;2.3099999999999996;0.2;0.0
-1.392;-1.88;0.22679999999999995;2.0300000000000002;0.0;0.0
-1.392;-1.88;0.22679999999999995;2.17;0.0;0.0
-1.392;-1.88;0.22679999999999995;2.3099999999999996;0.0;0.0
-1.392;-1.88;0.22679999999999995;2.45;0.0;0.0
-1.392;-1.88;0.24359999999999998;2.0300000000000002;0.0;0.0
-1.392;-1.88;0.24359999999999998;2.17;0.0;0.0
-1.392;-1.88;0.24359999999999998;2.3099999999999996;0.0;0.0
-1.392;-1.8;0.10919999999999991;1.75;0.24248;0.0
-1.392;-1.8;0.10919999999999991;1.8899999999999997;0.37045005313495616;0.0
-1.392;-1.8;0.14279999999999998;1.8899999999999997;0.2;0.309623168
-1.392;-1.8;0.15960000000000002;1.8899999999999997;0.8903744350080205;0.0
-1.392;-1.8;0.17640000000000006;1.8899999999999997;0.37010439535001605;0.0
-1.392;-1.8;0.19319999999999998;1.75;0.2;0.0
-1.392;-1.8;0.19319999999999998;1.8899999999999997;0.488;0.0
-1.392;-1.8;0.21000000000000002;1.8899999999999997;0.67232;0.0
-1.392;-1.8;0.21000000000000002;2.0300000000000002;0.2;0.0
-1.392;-1.8;0.22679999999999995;1.8899999999999997;0.0;0.0
-1.392;-1.8;0.22679999999999995;2.0300000000000002;0.0;0.0
-1.392;-1.8;0.24359999999999998;2.0300000000000002;0.0;0.0
-1.392;-1.8;0.2603999999999999;2.0300000000000002;0.0;0.0
-1.392;-1.72;-0.10920000000000002;1.0499999999999998;0.236;0.0
-1.392;-1.72;-0.09239999999999998;1.0499999999999998;0.2;0.0
-1.392;-1.72;0.04199999999999998;1.6100000000000003;0.31853110070611806;0.0
-1.392;-1.72;0.05879999999999996;1.6100000000000003;0.6717267134217808;0.0
-1.392;-1.72;0.07559999999999995;1.6100000000000003;0.9264028415795851;0.0
-1.392;-1.72;0.09239999999999998;1.6100000000000003;0.9875067392926786;0.0
-1.392;-1.72;0.09239999999999998;1.75;0.4656815954304385;0.0
-1.392;-1.72;0.10919999999999991;1.6100000000000003;0.2;1.2564649445476936
